"ACTUAL,C,1","CHEFLIEU,C,1","CDC,C,1","RANG,C,1","REG,C,2","DEP,C,3","COM,C,3","AR,C,1","CT,C,2","MODIF,C,1","POLE,C,5","TNCC,C,1","ARTMAJ,C,5","NCC,C,70","ARTMIN,C,5","NCCENR,C,70","ARTICLCT,C,5","NCCCT,C,70","MOD,C,3","MANIP,C,1"
3,,,,53,35,298,,,1,35068,0,,SAINT-MELAINE,,Saint-Melaine,,,350,M
1,0,0,,53,35,300,1,27,1,,0,,SAINT-M'HERVE,,Saint-M'Hervé,,Vitré,420,M
1,0,0,,27,39,329,2,15,0,,0,,MIEGES,,Mièges,,Saint-Laurent-en-Grandvaux,341,M
1,0,0,,27,39,329,2,15,0,,0,,MIEGES,,Mièges,,Saint-Laurent-en-Grandvaux,341,M
1,0,0,,27,39,329,2,15,0,,0,,MIEGES,,Mièges,,Saint-Laurent-en-Grandvaux,341,M
1,0,0,,27,39,329,2,15,0,,0,,MIEGES,,Mièges,,Saint-Laurent-en-Grandvaux,331,S
1,0,0,,27,39,331,2,15,1,,0,,MIGNOVILLARD,,Mignovillard,,Saint-Laurent-en-Grandvaux,341,M
1,0,0,,27,39,331,2,15,1,,0,,MIGNOVILLARD,,Mignovillard,,Saint-Laurent-en-Grandvaux,341,M
1,0,0,,27,39,331,2,15,1,,0,,MIGNOVILLARD,,Mignovillard,,Saint-Laurent-en-Grandvaux,311,S
6,,,,27,39,332,,,1,39177,0,,MIREBEL,,Mirebel,,,331,S
6,,,,27,39,340,,,1,39329,0,,MOLPRE,,Molpré,,,331,S
1,0,0,,27,39,367,3,11,1,,0,,MORBIER,,Morbier,,Morez,320,M
1,1,0,,27,39,368,3,11,0,,0,,HAUTS DE BIENNE,,Hauts de Bienne,,Morez,341,M
1,1,0,,27,39,368,3,11,0,,0,,HAUTS DE BIENNE,,Hauts de Bienne,,Morez,341,M
1,1,0,,27,39,368,3,11,0,,0,,HAUTS DE BIENNE,,Hauts de Bienne,,Morez,341,M
1,1,0,,27,39,368,3,11,0,,0,,HAUTS DE BIENNE,,Hauts de Bienne,,Morez,331,S
1,0,0,,27,39,370,1,10,1,,0,,MOUCHARD,,Mouchard,,Mont-sous-Vaudrey,420,M
6,,,,27,39,371,,,1,39368,3,(LA),MOUILLE,(La),Mouille,,,331,S
3,,,,27,39,374,,,1,39436,0,,MOUTAINE,,Moutaine,,,350,M
6,,,,27,39,382,,,1,39209,0,,NANTEY,,Nantey,,,331,S
1,0,0,,27,39,399,1,10,1,,1,,OUNANS,,Ounans,,Mont-sous-Vaudrey,420,M
1,0,0,,27,39,403,1,10,1,,0,,PAGNOZ,,Pagnoz,,Mont-sous-Vaudrey,420,M
6,,,,24,28,145,,,1,28406,0,,FAINS-LA-FOLIE,,Fains-la-Folie,,,331,S
6,,,,24,28,179,,,1,28406,0,,GERMIGNONVILLE,,Germignonville,,,331,S
1,0,0,,24,28,183,1,15,1,,0,,GOMMERVILLE,,Gommerville,,Voves,341,M
6,,,,28,50,316,,,1,50363,2,(LE),MESNIL-OPAC,(Le),Mesnil-Opac,,,331,S
6,,,,28,50,319,,,1,50139,2,(LE),MESNIL-RAOULT,(Le),Mesnil-Raoult,,,331,S
6,,,,28,50,329,,,1,50391,0,,MILLY,,Milly,,,331,S
6,,,,28,50,330,,,1,50236,0,,MOBECQ,,Mobecq,,,331,S
3,,,,28,50,331,,,1,50410,0,,MOIDREY,,Moidrey,,,351,M
6,,,,28,50,339,,,1,50388,0,,MONTCHATON,,Montchaton,,,331,S
6,,,,28,50,343,,,1,50236,0,,MONTGARDON,,Montgardon,,,331,S
6,,,,28,50,355,,,1,50565,0,,MONTVIRON,,Montviron,,,331,S
1,1,0,,28,50,359,1,16,0,,0,,MORTAIN-BOCAGE,,Mortain-Bocage,(Le),Mortainais,341,M
1,1,0,,28,50,359,1,16,0,,0,,MORTAIN-BOCAGE,,Mortain-Bocage,(Le),Mortainais,341,M
1,1,0,,28,50,359,1,16,0,,0,,MORTAIN-BOCAGE,,Mortain-Bocage,(Le),Mortainais,341,M
1,1,0,,28,50,359,1,16,0,,0,,MORTAIN-BOCAGE,,Mortain-Bocage,(Le),Mortainais,341,M
1,1,0,,28,50,359,1,16,0,,0,,MORTAIN-BOCAGE,,Mortain-Bocage,(Le),Mortainais,341,M
1,1,0,,28,50,359,1,16,0,,0,,MORTAIN-BOCAGE,,Mortain-Bocage,(Le),Mortainais,331,S
1,0,0,,28,50,363,4,09,0,,0,,MOYON VILLAGES,,Moyon Villages,,Condé-sur-Vire,341,M
1,0,0,,28,50,363,4,09,0,,0,,MOYON VILLAGES,,Moyon Villages,,Condé-sur-Vire,341,M
1,0,0,,28,50,363,4,09,0,,0,,MOYON VILLAGES,,Moyon Villages,,Condé-sur-Vire,341,M
1,0,0,,28,50,363,4,09,0,,0,,MOYON VILLAGES,,Moyon Villages,,Condé-sur-Vire,331,S
6,,,,28,50,375,,,1,50142,0,,NEVILLE-SUR-MER,,Néville-sur-Mer,,,331,S
6,,,,28,50,380,,,1,50492,0,,NOTRE-DAME-D'ELLE,,Notre-Dame-d'Elle,,,331,S
6,,,,28,50,381,,,1,50359,0,,NOTRE-DAME-DU-TOUCHET,,Notre-Dame-du-Touchet,,,331,S
3,,,,28,50,383,,,1,50129,1,,OCTEVILLE,,Octeville,,,310,S
3,,,,52,53,020,,,1,53127,3,(LA),BAROCHE-GONDOUIN,(La),Baroche-Gondouin,,,350,M
3,,,,52,53,024,,,1,53062,0,,BAZOUGES,,Bazouges,,,350,M
6,,,,52,53,050,,,1,53255,0,,CHAMMES,,Chammes,,,331,S
1,2,0,,52,53,062,1,03,1,,0,,CHATEAU-GONTIER,,Château-Gontier,,Château-Gontier,360,M
3,,,,52,53,070,,,1,53003,0,,CIGNE,,Cigné,,,350,M
1,0,0,,52,53,103,2,13,1,,2,(LE),GENEST-SAINT-ISLE,(Le),Genest-Saint-Isle,,Loiron,360,M
6,,,,53,56,142,,,1,56144,0,,MOUSTOIR-REMUNGOL,,Moustoir-Remungol,,,331,S
1,0,0,,53,56,144,2,03,0,,1,,EVELLYS,,Évellys,,Grand-Champ,341,M
1,0,0,,53,56,144,2,03,0,,1,,EVELLYS,,Évellys,,Grand-Champ,341,M
1,0,0,,53,56,144,2,03,0,,1,,EVELLYS,,Évellys,,Grand-Champ,341,M
1,0,0,,53,56,144,2,03,0,,1,,EVELLYS,,Évellys,,Grand-Champ,331,S
6,,,,53,56,150,,,1,56251,0,,NOYALO,,Noyalo,,,331,S
6,,,,53,56,187,,,1,56197,0,,QUILY,,Quily,,,331,S
6,,,,53,56,187,,,1,56197,0,,QUILY,,Quily,,,421,M
6,,,,53,56,192,,,1,56144,0,,REMUNGOL,,Remungol,,,331,S
1,0,0,,53,56,197,3,10,0,,0,,VAL D'OUST,,Val d'Oust,,Moréac,341,M
1,0,0,,53,56,197,3,10,0,,0,,VAL D'OUST,,Val d'Oust,,Moréac,341,M
1,0,0,,53,56,197,3,10,0,,0,,VAL D'OUST,,Val d'Oust,,Moréac,331,S
1,0,0,,53,56,197,3,10,0,,0,,VAL D'OUST,,Val d'Oust,,Moréac,341,M
1,0,0,,53,56,229,3,04,1,,0,,SAINT-MARTIN-SUR-OUST,,Saint-Martin-sur-Oust,,Guer,100,M
1,0,0,,76,46,201,1,12,0,,0,,MONTCUQ-EN-QUERCY-BLANC,,Montcuq-en-Quercy-Blanc,,Luzech,341,M
1,0,0,,76,46,201,1,12,0,,0,,MONTCUQ-EN-QUERCY-BLANC,,Montcuq-en-Quercy-Blanc,,Luzech,341,M
1,0,0,,76,46,201,1,12,0,,0,,MONTCUQ-EN-QUERCY-BLANC,,Montcuq-en-Quercy-Blanc,,Luzech,341,M
1,0,0,,76,46,201,1,12,0,,0,,MONTCUQ-EN-QUERCY-BLANC,,Montcuq-en-Quercy-Blanc,,Luzech,341,M
1,0,0,,76,46,201,1,12,0,,0,,MONTCUQ-EN-QUERCY-BLANC,,Montcuq-en-Quercy-Blanc,,Luzech,341,M
1,0,0,,76,46,201,1,12,0,,0,,MONTCUQ-EN-QUERCY-BLANC,,Montcuq-en-Quercy-Blanc,,Luzech,331,S
1,0,0,,76,46,252,1,05,0,,4,(LES),PECHS DU VERS,(Les),Pechs du Vers,,Causse et Vallées,341,M
1,0,0,,76,46,252,1,05,0,,4,(LES),PECHS DU VERS,(Les),Pechs du Vers,,Causse et Vallées,341,M
1,0,0,,76,46,252,1,05,0,,4,(LES),PECHS DU VERS,(Les),Pechs du Vers,,Causse et Vallées,331,S
6,,,,76,46,261,,,1,46201,0,,SAINTE-CROIX,,Sainte-Croix,,,331,S
1,0,0,,28,50,388,3,10,0,,1,,ORVAL SUR SIENNE,,Orval sur Sienne,,Coutances,341,M
1,0,0,,28,50,388,3,10,0,,1,,ORVAL SUR SIENNE,,Orval sur Sienne,,Coutances,341,M
1,0,0,,28,50,388,3,10,0,,1,,ORVAL SUR SIENNE,,Orval sur Sienne,,Coutances,331,S
1,0,0,,28,50,391,1,21,0,,0,,GRANDPARIGNY,,Grandparigny,,Saint-Hilaire-du-Harcouët,341,M
1,0,0,,28,50,391,1,21,0,,0,,GRANDPARIGNY,,Grandparigny,,Saint-Hilaire-du-Harcouët,341,M
1,0,0,,28,50,391,1,21,0,,0,,GRANDPARIGNY,,Grandparigny,,Saint-Hilaire-du-Harcouët,341,M
1,0,0,,28,50,391,1,21,0,,0,,GRANDPARIGNY,,Grandparigny,,Saint-Hilaire-du-Harcouët,341,M
1,0,0,,28,50,391,1,21,0,,0,,GRANDPARIGNY,,Grandparigny,,Saint-Hilaire-du-Harcouët,331,S
3,,,,28,50,392,,,1,50410,4,(LES),PAS,(Les),Pas,,,351,M
1,0,0,,28,50,393,4,27,0,,0,,PERCY-EN-NORMANDIE,,Percy-en-Normandie,,Villedieu-les-Poêles,341,M
1,0,0,,28,50,393,4,27,0,,0,,PERCY-EN-NORMANDIE,,Percy-en-Normandie,,Villedieu-les-Poêles,341,M
1,0,0,,28,50,393,4,27,0,,0,,PERCY-EN-NORMANDIE,,Percy-en-Normandie,,Villedieu-les-Poêles,331,S
6,,,,28,50,396,,,1,50082,4,(LES),PERQUES,(Les),Perques,,,331,S
1,0,0,,28,50,400,2,05,0,,0,,PICAUVILLE,,Picauville,,Carentan,341,M
1,0,0,,28,50,400,2,05,0,,0,,PICAUVILLE,,Picauville,,Carentan,341,M
1,0,0,,28,50,400,2,05,0,,0,,PICAUVILLE,,Picauville,,Carentan,341,M
1,0,0,,28,50,400,2,05,0,,0,,PICAUVILLE,,Picauville,,Carentan,341,M
1,0,0,,28,50,400,2,05,0,,0,,PICAUVILLE,,Picauville,,Carentan,341,M
1,0,0,,28,50,400,2,05,0,,0,,PICAUVILLE,,Picauville,,Carentan,341,M
1,0,0,,28,50,400,2,05,0,,0,,PICAUVILLE,,Picauville,,Carentan,331,S
3,,,,28,50,406,,,1,50535,0,,PLOMB,,Plomb,,,311,S
1,1,0,,28,50,410,1,19,1,,0,,PONTORSON,,Pontorson,,Pontorson,341,M
1,1,0,,28,50,410,1,19,1,,0,,PONTORSON,,Pontorson,,Pontorson,341,M
1,1,0,,28,50,410,1,19,1,,0,,PONTORSON,,Pontorson,,Pontorson,341,M
1,1,0,,28,50,410,1,19,1,,0,,PONTORSON,,Pontorson,,Pontorson,331,S
6,,,,28,50,414,,,1,50492,0,,PRECORBIN,,Précorbin,,,331,S
6,,,,28,50,415,,,1,50273,0,,PRETOT-SAINTE-SUZANNE,,Prétot-Sainte-Suzanne,,,331,S
6,,,,28,50,416,,,1,50129,0,,QUERQUEVILLE,,Querqueville,,,331,S
6,,,,28,50,418,,,1,50082,0,,QUETTETOT,,Quettetot,,,331,S
1,1,0,,28,50,419,3,20,0,,0,,QUETTREVILLE-SUR-SIENNE,,Quettreville-sur-Sienne,,Quettreville-sur-Sienne,341,M
1,1,0,,28,50,419,3,20,0,,0,,QUETTREVILLE-SUR-SIENNE,,Quettreville-sur-Sienne,,Quettreville-sur-Sienne,341,M
1,1,0,,28,50,419,3,20,0,,0,,QUETTREVILLE-SUR-SIENNE,,Quettreville-sur-Sienne,,Quettreville-sur-Sienne,331,S
6,,,,28,50,432,,,1,50142,0,,RETHOVILLE,,Réthoville,,,331,S
6,,,,28,50,434,,,1,50565,3,(LA),ROCHELLE-NORMANDE,(La),Rochelle-Normande,,,331,S
1,0,0,,28,50,436,1,16,0,,0,,ROMAGNY FONTENAY,,Romagny Fontenay,(Le),Mortainais,341,M
1,0,0,,28,50,436,1,16,0,,0,,ROMAGNY FONTENAY,,Romagny Fontenay,(Le),Mortainais,341,M
1,0,0,,28,50,436,1,16,0,,0,,ROMAGNY FONTENAY,,Romagny Fontenay,(Le),Mortainais,331,S
6,,,,28,50,440,,,1,50639,0,,ROUFFIGNY,,Rouffigny,,,331,S
6,,,,28,50,441,,,1,50492,0,,ROUXEVILLE,,Rouxeville,,,331,S
6,,,,28,50,458,,,1,50099,0,,SAINT-COME-DU-MONT,,Saint-Côme-du-Mont,,,331,S
1,0,0,,44,68,269,2,15,0,,0,,RIBEAUVILLE,,Ribeauvillé,,Sainte-Marie-aux-Mines,420,M
6,,,,44,68,272,,,1,68143,0,,RIEDWIHR,,Riedwihr,,,331,S
1,0,0,,44,68,274,6,07,0,,0,,RIMBACH-PRES-GUEBWILLER,,Rimbach-près-Guebwiller,,Guebwiller,420,M
1,0,0,,44,68,276,6,07,0,,0,,RIMBACHZELL,,Rimbachzell,,Guebwiller,420,M
1,0,0,,44,68,277,2,15,0,,0,,RIQUEWIHR,,Riquewihr,,Sainte-Marie-aux-Mines,420,M
1,0,0,,44,68,280,2,15,0,,0,,RODERN,,Rodern,,Sainte-Marie-aux-Mines,420,M
1,0,0,,44,68,281,6,06,0,,0,,ROGGENHOUSE,,Roggenhouse,,Ensisheim,420,M
1,0,0,,44,68,283,2,15,0,,0,,ROMBACH-LE-FRANC,,Rombach-le-Franc,,Sainte-Marie-aux-Mines,420,M
1,0,0,,44,68,285,2,15,0,,0,,RORSCHWIHR,,Rorschwihr,,Sainte-Marie-aux-Mines,420,M
1,0,0,,44,68,287,6,16,0,,0,,ROUFFACH,,Rouffach,,Wintzenheim,420,M
1,0,0,,44,68,290,6,06,0,,0,,RUSTENHART,,Rustenhart,,Ensisheim,420,M
1,0,0,,44,68,291,6,06,0,,0,,RUMERSHEIM-LE-HAUT,,Rumersheim-le-Haut,,Ensisheim,420,M
1,0,0,,44,68,294,2,15,0,,0,,SAINTE-CROIX-AUX-MINES,,Sainte-Croix-aux-Mines,,Sainte-Marie-aux-Mines,420,M
1,0,0,,44,68,296,2,15,0,,0,,SAINT-HIPPOLYTE,,Saint-Hippolyte,,Sainte-Marie-aux-Mines,420,M
1,1,0,,44,68,298,2,15,0,,0,,SAINTE-MARIE-AUX-MINES,,Sainte-Marie-aux-Mines,,Sainte-Marie-aux-Mines,420,M
6,,,,44,68,310,,,1,68162,0,,SIGOLSHEIM,,Sigolsheim,,,331,S
6,,,,44,68,310,,,1,68162,0,,SIGOLSHEIM,,Sigolsheim,,,420,M
6,,,,44,68,314,,,1,68219,0,,SOPPE-LE-HAUT,,Soppe-le-Haut,,,331,S
1,0,0,,44,68,315,6,07,0,,0,,SOULTZ-HAUT-RHIN,,Soultz-Haut-Rhin,,Guebwiller,420,M
1,0,0,,44,68,318,6,16,0,,0,,SOULTZMATT,,Soultzmatt,,Wintzenheim,420,M
6,,,,44,68,319,,,1,68320,0,,SPECHBACH-LE-BAS,,Spechbach-le-Bas,,,331,S
1,0,0,,44,68,320,1,01,0,,0,,SPECHBACH,,Spechbach,,Altkirch,341,M
1,0,0,,44,68,320,1,01,0,,0,,SPECHBACH,,Spechbach,,Altkirch,341,M
1,0,0,,44,68,320,1,01,0,,0,,SPECHBACH,,Spechbach,,Altkirch,331,S
1,0,0,,44,68,321,4,17,0,,0,,STAFFELFELDEN,,Staffelfelden,,Wittenheim,420,M
6,,,,32,60,018,,,1,60088,1,,ANSERVILLE,,Anserville,,,331,S
1,0,0,,32,62,335,4,06,1,,0,,FILLIEVRES,,Fillièvres,,Auxi-le-Château,420,M
1,0,0,,32,62,357,4,06,1,,0,,FRESNOY,,Fresnoy,,Auxi-le-Château,420,M
1,0,0,,32,62,365,4,06,1,,0,,GALAMETZ,,Galametz,,Auxi-le-Château,420,M
1,0,0,,32,62,388,4,06,1,,0,,GRIGNY,,Grigny,,Auxi-le-Château,420,M
1,0,0,,76,65,024,2,14,1,,1,,ARGELES-BAGNERES,,Argelès-Bagnères,(La),Vallée de l'Arros et des Baïses,100,M
6,,,,76,65,027,,,1,65282,1,,ARMENTEULE,,Armenteule,,,331,S
1,0,0,,44,68,335,2,15,0,,0,,THANNENKIRCH,,Thannenkirch,,Sainte-Marie-aux-Mines,420,M
1,0,0,,44,68,343,4,17,0,,1,,UNGERSHEIM,,Ungersheim,,Wittenheim,420,M
1,0,0,,44,68,364,6,16,0,,0,,WESTHALTEN,,Westhalten,,Wintzenheim,420,M
3,,,,44,68,369,,,1,68145,0,,WIHR-EN-PLAINE,,Wihr-en-Plaine,,,350,M
1,0,0,,44,68,375,4,17,0,,0,,WITTELSHEIM,,Wittelsheim,,Wittenheim,420,M
1,0,0,,44,68,381,6,07,0,,0,,WUENHEIM,,Wuenheim,,Guebwiller,420,M
1,0,0,,44,68,383,2,15,0,,0,,ZELLENBERG,,Zellenberg,,Sainte-Marie-aux-Mines,420,M
1,0,0,,84,69,007,2,08,0,,1,,AMPUIS,,Ampuis,,Mornant,420,M
1,1,0,,84,69,010,2,02,0,,5,(L'),ARBRESLE,(L'),Arbresle,(L'),Arbresle,420,M
1,0,0,,84,69,014,2,12,0,,1,,AVEIZE,,Aveize,,Vaugneray,420,M
1,0,0,,84,69,021,2,02,0,,0,,BESSENAY,,Bessenay,(L'),Arbresle,420,M
1,0,0,,84,69,022,2,02,0,,0,,BIBOST,,Bibost,(L'),Arbresle,420,M
6,,,,84,69,025,,,1,69248,0,,BOURG-DE-THIZY,,Bourg-de-Thizy,,,331,S
1,1,0,,84,69,027,2,05,0,,0,,BRIGNAIS,,Brignais,,Brignais,420,M
1,0,0,,84,69,028,2,05,0,,0,,BRINDAS,,Brindas,,Brignais,420,M
1,0,0,,84,69,030,2,02,0,,0,,BRULLIOLES,,Brullioles,(L'),Arbresle,420,M
1,0,0,,84,69,031,2,02,0,,0,,BRUSSIEU,,Brussieu,(L'),Arbresle,420,M
1,0,0,,84,69,032,2,04,0,,0,,BULLY,,Bully,(Le),Bois-d'Oingt,420,M
1,0,0,,84,69,038,2,02,0,,0,,CHAMBOST-LONGESSAIGNE,,Chambost-Longessaigne,(L'),Arbresle,420,M
6,,,,84,69,041,,,1,69248,3,(LA),CHAPELLE-DE-MARDORE,(La),Chapelle-de-Mardore,,,331,S
1,0,0,,84,69,042,2,12,0,,3,(LA),CHAPELLE-SUR-COISE,(La),Chapelle-sur-Coise,,Vaugneray,420,M
1,0,0,,84,69,043,2,05,0,,0,,CHAPONOST,,Chaponost,,Brignais,420,M
1,0,0,,84,69,048,2,09,0,,0,,CHASSAGNY,,Chassagny,,Saint-Symphorien-d'Ozon,420,M
1,0,0,,32,60,088,1,12,0,,0,,BORNEL,,Bornel,,Méru,341,M
1,0,0,,32,60,088,1,12,0,,0,,BORNEL,,Bornel,,Méru,341,M
1,0,0,,32,60,088,1,12,0,,0,,BORNEL,,Bornel,,Méru,341,M
1,0,0,,32,60,088,1,12,0,,0,,BORNEL,,Bornel,,Méru,311,S
1,0,0,,32,60,099,3,10,1,,0,,BRAISNES-SUR-ARONDE,,Braisnes-sur-Aronde,,Estrées-Saint-Denis,100,M
1,0,0,,32,60,150,3,21,1,,0,,CHIRY-OURSCAMP,,Chiry-Ourscamp,,Thourotte,100,M
1,0,0,,32,62,470,4,06,1,,1,,INCOURT,,Incourt,,Auxi-le-Château,420,M
1,0,0,,32,62,477,1,07,1,,1,,IZEL-LES-HAMEAU,,Izel-lès-Hameau,,Avesnes-le-Comte,100,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,341,M
1,0,0,,28,76,618,1,08,0,,0,,PETIT-CAUX,,Petit-Caux,,Dieppe-2,331,S
6,,,,28,76,625,,,1,76401,0,,SAINT-NICOLAS-DE-BLIQUETUIT,,Saint-Nicolas-de-Bliquetuit,,,331,S
6,,,,28,76,643,,,1,76618,0,,SAINT-QUENTIN-AU-BOSC,,Saint-Quentin-au-Bosc,,,331,S
6,,,,28,76,659,,,1,76164,0,,SAINT-WANDRILLE-RANCON,,Saint-Wandrille-Rançon,,,331,S
1,0,0,,75,79,242,1,07,1,,0,,VOULMENTIN,,Voulmentin,,Mauléon,341,M
1,0,0,,75,79,242,1,07,1,,0,,VOULMENTIN,,Voulmentin,,Mauléon,331,S
1,0,0,,75,79,242,1,07,1,,0,,VOULMENTIN,,Voulmentin,,Mauléon,341,M
1,0,0,,75,79,280,1,07,0,,0,,SAINT MAURICE ETUSSON,,Saint Maurice Étusson,,Mauléon,341,M
1,0,0,,75,79,280,1,07,0,,0,,SAINT MAURICE ETUSSON,,Saint Maurice Étusson,,Mauléon,341,M
1,0,0,,75,79,280,1,07,0,,0,,SAINT MAURICE ETUSSON,,Saint Maurice Étusson,,Mauléon,331,S
3,,,,75,79,305,,,1,79013,0,,SANZAY,,Sanzay,,,310,S
1,0,0,,75,79,321,1,17,1,,0,,TAIZE-MAULAIS,,Taizé-Maulais,(Le),Val de Thouet,100,M
1,0,0,,75,79,321,1,17,1,,0,,TAIZE-MAULAIS,,Taizé-Maulais,(Le),Val de Thouet,360,M
3,,,,93,04,117,,,1,04040,0,,MELAN,,Melan,,,350,M
1,0,0,,93,04,120,1,01,0,,0,,VAL D'ORONAYE,,Val d'Oronaye,,Barcelonnette,341,M
1,0,0,,93,04,120,1,01,0,,0,,VAL D'ORONAYE,,Val d'Oronaye,,Barcelonnette,341,M
1,0,0,,93,04,120,1,01,0,,0,,VAL D'ORONAYE,,Val d'Oronaye,,Barcelonnette,331,S
1,0,0,,93,04,176,3,15,1,,0,,SAINTE-CROIX-DU-VERDON,,Sainte-Croix-du-Verdon,,Valensole,100,M
1,0,0,,93,04,208,4,11,1,,0,,SIMIANE-LA-ROTONDE,,Simiane-la-Rotonde,,Reillanne,360,M
1,0,0,,93,04,208,4,11,1,,0,,SIMIANE-LA-ROTONDE,,Simiane-la-Rotonde,,Reillanne,360,M
1,0,0,,76,09,107,2,06,1,,0,,DUN,,Dun,,Mirepoix,360,M
1,0,0,,76,09,107,2,06,1,,0,,DUN,,Dun,,Mirepoix,360,M
1,0,0,,76,09,107,2,06,1,,0,,DUN,,Dun,,Mirepoix,360,M
3,,,,76,09,112,,,1,09107,1,,ENGRAVIES,,Engraviès,,,350,M
3,,,,76,09,191,,,1,09107,0,,MERVIEL,,Merviel,,,350,M
6,,,,76,12,112,,,1,12223,0,,GRAISSAC,,Graissac,,,331,S
6,,,,76,12,114,,,1,12076,0,,GRAND-VABRE,,Grand-Vabre,,,331,S
6,,,,76,12,117,,,1,12223,0,,LACALM,,Lacalm,,,331,S
1,0,0,,76,12,120,2,09,0,,0,,LAISSAC-SEVERAC L'EGLISE,,Laissac-Sévérac l'Église,,Lot et Palanges,341,M
1,0,0,,76,12,120,2,09,0,,0,,LAISSAC-SEVERAC L'EGLISE,,Laissac-Sévérac l'Église,,Lot et Palanges,341,M
1,0,0,,76,12,120,2,09,0,,0,,LAISSAC-SEVERAC L'EGLISE,,Laissac-Sévérac l'Église,,Lot et Palanges,331,S
6,,,,76,12,123,,,1,12270,0,,LAPANOUSE,,Lapanouse,,,331,S
6,,,,76,12,126,,,1,12270,0,,LAVERNHE,,Lavernhe,,,331,S
1,1,0,,76,12,133,2,14,1,,0,,LUC-LA-PRIMAUBE,,Luc-la-Primaube,,Nord-Lévezou,100,M
6,,,,76,12,173,,,1,12076,0,,NOAILHAC,,Noailhac,,,331,S
1,0,0,,76,12,177,2,09,0,,0,,PALMAS D'AVEYRON,,Palmas d'Aveyron,,Lot et Palanges,341,M
1,0,0,,76,12,177,2,09,0,,0,,PALMAS D'AVEYRON,,Palmas d'Aveyron,,Lot et Palanges,341,M
1,0,0,,76,12,177,2,09,0,,0,,PALMAS D'AVEYRON,,Palmas d'Aveyron,,Lot et Palanges,341,M
1,0,0,,76,12,177,2,09,0,,0,,PALMAS D'AVEYRON,,Palmas d'Aveyron,,Lot et Palanges,331,S
6,,,,32,02,161,,,1,02053,3,(LA),CHAPELLE-MONTHODON,(La),Chapelle-Monthodon,,,331,S
1,0,0,,32,02,163,1,04,1,,0,,CHARLY-SUR-MARNE,,Charly-sur-Marne,,Essômes-sur-Marne,100,M
1,0,0,,32,02,224,4,05,1,,0,,COURCELLES-SUR-VESLE,,Courcelles-sur-Vesle,,Fère-en-Tardenois,100,M
1,0,0,,32,02,240,3,01,1,,0,,CROIX-FONSOMME,,Croix-Fonsomme,,Bohain-en-Vermandois,100,M
3,,,,93,04,232,,,1,04208,0,,VALSAINTES,,Valsaintes,,,350,M
6,,,,93,05,002,,,1,05139,1,,AGNIERES-EN-DEVOLUY,,Agnières-en-Dévoluy,,,331,S
6,,,,93,05,005,,,1,05118,1,,ANTONAVES,,Antonaves,,,331,S
1,0,0,,93,05,014,2,11,1,,0,,BARRET-SUR-MEOUGE,,Barret-sur-Méouge,,Laragne-Montéglin,100,M
6,,,,93,05,020,,,1,05132,0,,BENEVENT-ET-CHARBILLAC,,Bénévent-et-Charbillac,,,331,S
6,,,,93,05,034,,,1,05118,0,,CHATEAUNEUF-DE-CHABRE,,Châteauneuf-de-Chabre,,,331,S
6,,,,93,05,042,,,1,05139,3,(LA),CLUSE,(La),Cluse,,,331,S
1,0,0,,93,05,053,2,13,0,,0,,GARDE-COLOMBE,,Garde-Colombe,,Serres,341,M
