"ACTUAL,C,1","CHEFLIEU,C,1","CDC,C,1","RANG,C,1","REG,C,2","DEP,C,3","COM,C,3","AR,C,1","CT,C,2","MODIF,C,1","POLE,C,5","TNCC,C,1","ARTMAJ,C,5","NCC,C,70","ARTMIN,C,5","NCCENR,C,70","ARTICLCT,C,5","NCCCT,C,70","MOD,C,3","MANIP,C,1"
1,0,0,,28,61,339,2,06,1,,0,,PUTANGES-LE-LAC,,Putanges-le-Lac,,Athis-de-l'Orne,341,M
1,0,0,,28,61,339,2,06,1,,0,,PUTANGES-LE-LAC,,Putanges-le-Lac,,Athis-de-l'Orne,341,M
1,0,0,,28,61,339,2,06,1,,0,,PUTANGES-LE-LAC,,Putanges-le-Lac,,Athis-de-l'Orne,341,M
1,0,0,,28,61,339,2,06,1,,0,,PUTANGES-LE-LAC,,Putanges-le-Lac,,Athis-de-l'Orne,341,M
1,0,0,,28,61,339,2,06,1,,0,,PUTANGES-LE-LAC,,Putanges-le-Lac,,Athis-de-l'Orne,331,S
6,,,,28,61,340,,,1,61339,0,,RABODANGES,,Rabodanges,,,331,S
1,1,0,,28,61,341,1,17,0,,1,,ECOUVES,,Écouves,,Radon,341,M
1,1,0,,28,61,341,1,17,0,,1,,ECOUVES,,Écouves,,Radon,341,M
1,1,0,,28,61,341,1,17,0,,1,,ECOUVES,,Écouves,,Radon,341,M
1,1,0,,28,61,341,1,17,0,,1,,ECOUVES,,Écouves,,Radon,331,S
6,,,,28,61,343,,,1,61491,0,,RANDONNAI,,Randonnai,,,331,S
1,0,0,,28,61,345,3,08,0,,0,,REMALARD EN PERCHE,,Rémalard en Perche,,Bretoncelles,321,M
1,0,0,,28,61,345,3,08,0,,0,,REMALARD EN PERCHE,,Rémalard en Perche,,Bretoncelles,321,M
1,0,0,,28,61,345,3,08,0,,0,,REMALARD EN PERCHE,,Rémalard en Perche,,Bretoncelles,321,M
1,0,0,,28,61,345,3,08,0,,0,,REMALARD EN PERCHE,,Rémalard en Perche,,Bretoncelles,311,S
6,,,,28,61,353,,,1,61007,0,,RONFEUGERAI,,Ronfeugerai,,,331,S
1,0,0,,44,67,256,8,06,0,,0,,LAMPERTHEIM,,Lampertheim,,Hoenheim,420,M
1,0,0,,44,67,257,2,13,0,,0,,LAMPERTSLOCH,,Lampertsloch,,Reichshoffen,420,M
1,0,0,,44,67,259,2,13,0,,0,,LANGENSOULTZBACH,,Langensoultzbach,,Reichshoffen,420,M
1,0,0,,44,67,260,2,13,0,,0,,LAUBACH,,Laubach,,Reichshoffen,420,M
1,0,0,,44,67,261,2,23,0,,0,,LAUTERBOURG,,Lauterbourg,,Wissembourg,420,M
1,0,0,,44,67,263,2,13,1,,0,,LEMBACH,,Lembach,,Reichshoffen,420,M
1,1,0,,44,67,267,8,09,0,,0,,LINGOLSHEIM,,Lingolsheim,,Lingolsheim,420,M
1,0,0,,44,67,268,8,09,0,,0,,LIPSHEIM,,Lipsheim,,Lingolsheim,420,M
1,0,0,,44,67,270,4,02,0,,0,,LIXHAUSEN,,Lixhausen,,Bouxwiller,420,M
1,0,0,,44,67,271,2,13,0,,0,,LOBSANN,,Lobsann,,Reichshoffen,420,M
1,0,0,,44,67,287,4,02,0,,0,,MELSHEIM,,Melsheim,,Bouxwiller,420,M
1,0,0,,44,67,288,2,23,0,,0,,MEMMELSHOFFEN,,Memmelshoffen,,Wissembourg,420,M
1,0,0,,44,67,290,2,13,0,,0,,MERKWILLER-PECHELBRONN,,Merkwiller-Pechelbronn,,Reichshoffen,420,M
1,0,0,,44,67,293,4,02,0,,0,,MINVERSHEIM,,Minversheim,,Bouxwiller,420,M
1,0,0,,44,67,296,8,06,0,,0,,MITTELHAUSBERGEN,,Mittelhausbergen,,Hoenheim,420,M
6,,,,44,67,297,,,1,67539,0,,MITTELHAUSEN,,Mittelhausen,,,331,S
6,,,,44,67,297,,,1,67539,0,,MITTELHAUSEN,,Mittelhausen,,,420,M
1,0,0,,44,67,298,2,03,0,,0,,MITTELSCHAEFFOLSHEIM,,Mittelschaeffolsheim,,Brumath,420,M
1,0,0,,44,67,301,2,03,0,,0,,MOMMENHEIM,,Mommenheim,,Brumath,420,M
1,0,0,,44,67,303,2,13,0,,0,,MORSBRONN-LES-BAINS,,Morsbronn-les-Bains,,Reichshoffen,420,M
1,0,0,,44,67,305,2,23,0,,0,,MOTHERN,,Mothern,,Wissembourg,420,M
1,0,0,,44,67,308,2,23,0,,0,,MUNCHHAUSEN,,Munchhausen,,Wissembourg,420,M
1,0,0,,44,67,309,8,06,0,,0,,MUNDOLSHEIM,,Mundolsheim,,Hoenheim,420,M
1,0,0,,44,67,312,4,02,0,,0,,MUTZENHOUSE,,Mutzenhouse,,Bouxwiller,420,M
1,0,0,,44,67,315,2,23,0,,0,,NEEWILLER-PRES-LAUTERBOURG,,Neewiller-près-Lauterbourg,,Wissembourg,420,M
1,0,0,,44,67,326,8,06,0,,0,,NIEDERHAUSBERGEN,,Niederhausbergen,,Hoenheim,420,M
1,0,0,,44,67,327,2,23,0,,0,,NIEDERLAUTERBACH,,Niederlauterbach,,Wissembourg,420,M
1,0,0,,44,67,328,2,13,0,,0,,NIEDERMODERN,,Niedermodern,,Reichshoffen,420,M
1,0,0,,44,67,330,2,23,0,,0,,NIEDERROEDERN,,Niederroedern,,Wissembourg,420,M
1,0,0,,44,67,334,2,13,0,,0,,NIEDERSTEINBACH,,Niedersteinbach,,Reichshoffen,420,M
1,0,0,,44,67,339,2,23,1,,0,,BETSCHDORF,,Betschdorf,,Wissembourg,420,M
1,0,0,,44,67,341,2,13,0,,1,,OBERDORF-SPACHBACH,,Oberdorf-Spachbach,,Reichshoffen,420,M
1,0,0,,44,67,343,8,06,0,,1,,OBERHAUSBERGEN,,Oberhausbergen,,Hoenheim,420,M
1,0,0,,44,67,344,2,23,0,,1,,OBERHOFFEN-LES-WISSEMBOURG,,Oberhoffen-lès-Wissembourg,,Wissembourg,420,M
1,0,0,,44,67,346,2,23,0,,1,,OBERLAUTERBACH,,Oberlauterbach,,Wissembourg,420,M
1,0,0,,44,67,349,2,23,1,,1,,OBERROEDERN,,Oberroedern,,Wissembourg,420,M
1,1,0,,75,16,292,3,08,1,,0,,RUFFEC,,Ruffec,,Charente-Nord,420,M
1,0,0,,75,16,294,1,17,1,,0,,SAINT-AMANT-DE-MONTMOREAU,,Saint-Amant-de-Montmoreau,,Tude-et-Lavalette,100,M
1,0,0,,75,16,296,3,05,1,,0,,SAINT-AMANT-DE-BONNIEURE,,Saint-Amant-de-Bonnieure,,Boixe-et-Manslois,420,M
1,0,0,,75,24,095,2,21,1,,0,,CHALAIS,,Chalais,,Thiviers,100,M
6,,,,75,24,118,,,1,24316,0,,CHENAUD,,Chenaud,,,331,S
1,0,0,,75,24,142,4,23,0,,0,,COUX ET BIGAROQUE-MOUZENS,,Coux et Bigaroque-Mouzens,,Vallée Dordogne,341,M
1,0,0,,75,24,142,4,23,0,,0,,COUX ET BIGAROQUE-MOUZENS,,Coux et Bigaroque-Mouzens,,Vallée Dordogne,341,M
1,0,0,,75,24,142,4,23,0,,0,,COUX ET BIGAROQUE-MOUZENS,,Coux et Bigaroque-Mouzens,,Vallée Dordogne,331,S
1,0,0,,75,24,168,1,19,1,,0,,PLAISANCE,,Plaisance,,Sud-Bergeracois,360,M
1,0,0,,75,24,168,1,19,1,,0,,PLAISANCE,,Plaisance,,Sud-Bergeracois,360,M
3,,,,75,24,173,,,1,24168,0,,FALGUEYRAT,,Falgueyrat,,,350,M
3,,,,75,24,185,,,1,24035,0,,FONGALOP,,Fongalop,,,351,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,341,M
1,0,0,,28,27,049,2,02,0,,0,,MESNIL-EN-OUCHE,,Mesnil-en-Ouche,,Bernay,331,S
1,0,0,,28,27,053,2,05,1,,2,(LE),BEC-THOMAS,(Le),Bec-Thomas,,Bourgtheroulde-Infreville,420,M
6,,,,28,27,060,,,1,27213,0,,BERTHENONVILLE,,Berthenonville,,,331,S
6,,,,28,27,084,,,1,27105,0,,BOSC-BENARD-COMMIN,,Bosc-Bénard-Commin,,,331,S
1,0,0,,28,27,085,2,05,0,,0,,FLANCOURT-CRESCY-EN-ROUMOIS,,Flancourt-Crescy-en-Roumois,,Bourgtheroulde-Infreville,341,M
1,0,0,,28,27,085,2,05,0,,0,,FLANCOURT-CRESCY-EN-ROUMOIS,,Flancourt-Crescy-en-Roumois,,Bourgtheroulde-Infreville,341,M
1,0,0,,28,27,085,2,05,0,,0,,FLANCOURT-CRESCY-EN-ROUMOIS,,Flancourt-Crescy-en-Roumois,,Bourgtheroulde-Infreville,341,M
1,0,0,,28,27,085,2,05,0,,0,,FLANCOURT-CRESCY-EN-ROUMOIS,,Flancourt-Crescy-en-Roumois,,Bourgtheroulde-Infreville,331,S
6,,,,28,27,088,,,1,27049,0,,BOSC-RENOULT-EN-OUCHE,,Bosc-Renoult-en-Ouche,,,331,S
1,1,0,,28,27,105,2,05,1,,0,,GRAND BOURGTHEROULDE,,Grand Bourgtheroulde,,Bourgtheroulde-Infreville,341,M
1,1,0,,28,27,105,2,05,1,,0,,GRAND BOURGTHEROULDE,,Grand Bourgtheroulde,,Bourgtheroulde-Infreville,341,M
1,1,0,,28,27,105,2,05,1,,0,,GRAND BOURGTHEROULDE,,Grand Bourgtheroulde,,Bourgtheroulde-Infreville,341,M
1,1,0,,28,27,105,2,05,1,,0,,GRAND BOURGTHEROULDE,,Grand Bourgtheroulde,,Bourgtheroulde-Infreville,331,S
1,0,0,,28,27,107,2,04,0,,0,,BOURNEVILLE-SAINTE-CROIX,,Bourneville-Sainte-Croix,,Bourg-Achard,341,M
1,0,0,,28,27,107,2,04,0,,0,,BOURNEVILLE-SAINTE-CROIX,,Bourneville-Sainte-Croix,,Bourg-Achard,341,M
1,0,0,,28,27,107,2,04,0,,0,,BOURNEVILLE-SAINTE-CROIX,,Bourneville-Sainte-Croix,,Bourg-Achard,331,S
1,1,0,,28,27,112,3,06,0,,0,,BRETEUIL,,Breteuil,,Breteuil,341,M
1,1,0,,28,27,112,3,06,0,,0,,BRETEUIL,,Breteuil,,Breteuil,341,M
1,1,0,,28,27,112,3,06,0,,0,,BRETEUIL,,Breteuil,,Breteuil,341,M
1,1,0,,28,27,112,3,06,0,,0,,BRETEUIL,,Breteuil,,Breteuil,331,S
6,,,,28,27,121,,,1,27213,0,,BUS-SAINT-REMY,,Bus-Saint-Rémy,,,331,S
6,,,,28,27,122,,,1,27213,0,,CAHAIGNES,,Cahaignes,,,331,S
6,,,,28,27,128,,,1,27213,0,,CANTIERS,,Cantiers,,,331,S
1,0,0,,75,16,390,3,08,1,,0,,TUSSON,,Tusson,,Charente-Nord,420,M
1,0,0,,75,16,391,3,08,1,,0,,TUZIE,,Tuzie,,Charente-Nord,420,M
1,0,0,,75,16,392,3,05,1,,0,,VALENCE,,Valence,,Boixe-et-Manslois,420,M
1,0,0,,75,16,395,2,18,1,,0,,VAUX-ROUILLAC,,Vaux-Rouillac,,Val de Nouère,420,M
1,0,0,,75,16,396,3,05,1,,0,,VENTOUSE,,Ventouse,,Boixe-et-Manslois,420,M
1,0,0,,75,16,397,3,08,1,,0,,VERDILLE,,Verdille,,Charente-Nord,420,M
1,0,0,,75,16,400,3,08,1,,0,,VERTEUIL-SUR-CHARENTE,,Verteuil-sur-Charente,,Charente-Nord,420,M
1,0,0,,75,16,404,3,06,1,,0,,VIEUX-RUFFEC,,Vieux-Ruffec,,Charente-Bonnieure,420,M
1,0,0,,75,16,409,3,08,1,,0,,VILLEFAGNAN,,Villefagnan,,Charente-Nord,420,M
1,0,0,,75,16,410,3,08,1,,0,,VILLEGATS,,Villegats,,Charente-Nord,420,M
1,0,0,,75,16,411,3,08,1,,0,,VILLEJESUS,,Villejésus,,Charente-Nord,420,M
1,0,0,,75,16,413,3,08,1,,0,,VILLIERS-LE-ROUX,,Villiers-le-Roux,,Charente-Nord,420,M
1,0,0,,75,16,414,3,05,1,,0,,VILLOGNON,,Villognon,,Boixe-et-Manslois,420,M
1,0,0,,75,17,013,5,11,1,,1,,ANTEZANT-LA-CHAPELLE,,Antezant-la-Chapelle,,Matha,360,M
3,,,,75,17,014,,,1,17332,1,,ANTIGNAC,,Antignac,,,350,M
6,,,,75,17,040,,,1,17277,3,(LA),BENATE,(La),Benâte,,,331,S
6,,,,75,24,219,,,1,24028,0,,LABOUQUERIE,,Labouquerie,,,331,S
6,,,,75,24,239,,,1,24540,0,,LIGUEUX,,Ligueux,,,331,S
3,,,,75,24,250,,,1,24168,0,,MANDACOU,,Mandacou,,,350,M
3,,,,75,24,275,,,1,24549,0,,MONBOS,,Monbos,,,350,M
6,,,,28,27,145,,,1,27157,0,,CHANTELOUP,,Chanteloup,,,331,S
1,0,0,,28,27,157,3,06,0,,0,,MARBOIS,,Marbois,,Breteuil,341,M
1,0,0,,28,27,157,3,06,0,,0,,MARBOIS,,Marbois,,Breteuil,341,M
1,0,0,,28,27,157,3,06,0,,0,,MARBOIS,,Marbois,,Breteuil,341,M
1,0,0,,28,27,157,3,06,0,,0,,MARBOIS,,Marbois,,Breteuil,341,M
1,0,0,,28,27,157,3,06,0,,0,,MARBOIS,,Marbois,,Breteuil,331,S
6,,,,28,27,159,,,1,27112,0,,CINTRAY,,Cintray,,,331,S
6,,,,28,27,160,,,1,27213,0,,CIVIERES,,Civières,,,331,S
6,,,,28,27,166,,,1,27198,0,,CONDE-SUR-ITON,,Condé-sur-Iton,,,331,S
6,,,,28,27,172,,,1,27032,0,,CORNEUIL,,Corneuil,,,331,S
1,0,0,,28,27,184,1,18,1,,0,,CRASVILLE,,Crasville,,Pont-de-l'Arche,420,M
1,0,0,,28,27,191,1,12,0,,0,,CLEF VALLEE D'EURE,,Clef Vallée d'Eure,,Gaillon,341,M
1,0,0,,28,27,191,1,12,0,,0,,CLEF VALLEE D'EURE,,Clef Vallée d'Eure,,Gaillon,341,M
1,0,0,,28,27,191,1,12,0,,0,,CLEF VALLEE D'EURE,,Clef Vallée d'Eure,,Gaillon,341,M
1,0,0,,28,27,191,1,12,0,,0,,CLEF VALLEE D'EURE,,Clef Vallée d'Eure,,Gaillon,331,S
6,,,,28,27,195,,,1,27578,0,,DAME-MARIE,,Dame-Marie,,,331,S
6,,,,28,27,197,,,1,27213,0,,DAMPSMESNIL,,Dampsmesnil,,,331,S
1,0,0,,28,27,198,3,22,1,,0,,MESNILS-SUR-ITON,,Mesnils-sur-Iton,,Verneuil-sur-Avre,341,M
1,0,0,,52,49,292,1,11,0,,0,,VAL-DU-LAYON,,Val-du-Layon,,Chemillé-Melay,341,M
1,0,0,,52,49,292,1,11,0,,0,,VAL-DU-LAYON,,Val-du-Layon,,Chemillé-Melay,331,S
6,,,,52,49,295,,,1,49244,0,,SAINT-LAURENT-DE-LA-PLAINE,,Saint-Laurent-de-la-Plaine,,,331,S
6,,,,52,49,296,,,1,49069,0,,SAINT-LAURENT-DES-AUTELS,,Saint-Laurent-des-Autels,,,331,S
6,,,,52,49,297,,,1,49244,0,,SAINT-LAURENT-DU-MOTTAY,,Saint-Laurent-du-Mottay,,,331,S
6,,,,52,49,300,,,1,49092,0,,SAINT-LEZIN,,Saint-Lézin,,,331,S
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,341,M
1,1,0,,52,49,301,2,18,0,,0,,SEVREMOINE,,Sèvremoine,,Saint-Macaire-en-Mauges,331,S
6,,,,52,49,303,,,1,49018,0,,SAINT-MARTIN-D'ARCE,,Saint-Martin-d'Arcé,,,333,S
6,,,,52,49,303,,,1,49018,0,,SAINT-MARTIN-D'ARCE,,Saint-Martin-d'Arcé,,,331,S
1,0,0,,52,49,307,1,07,1,,0,,LOIRE-AUTHION,,Loire-Authion,,Angers-7,341,M
1,0,0,,52,49,307,1,07,1,,0,,LOIRE-AUTHION,,Loire-Authion,,Angers-7,341,M
1,0,0,,52,49,307,1,07,1,,0,,LOIRE-AUTHION,,Loire-Authion,,Angers-7,341,M
1,0,0,,52,49,307,1,07,1,,0,,LOIRE-AUTHION,,Loire-Authion,,Angers-7,341,M
1,0,0,,52,49,307,1,07,1,,0,,LOIRE-AUTHION,,Loire-Authion,,Angers-7,341,M
1,0,0,,52,49,307,1,07,1,,0,,LOIRE-AUTHION,,Loire-Authion,,Angers-7,341,M
1,0,0,,52,49,307,1,07,1,,0,,LOIRE-AUTHION,,Loire-Authion,,Angers-7,341,M
1,0,0,,52,49,307,1,07,1,,0,,LOIRE-AUTHION,,Loire-Authion,,Angers-7,331,S
6,,,,52,49,312,,,1,49023,0,,SAINT-PHILBERT-EN-MAUGES,,Saint-Philbert-en-Mauges,,,331,S
6,,,,52,49,313,,,1,49218,0,,SAINT-PIERRE-MONTLIMART,,Saint-Pierre-Montlimart,,,331,S
6,,,,52,49,314,,,1,49218,0,,SAINT-QUENTIN-EN-MAUGES,,Saint-Quentin-en-Mauges,,,331,S
6,,,,52,49,315,,,1,49018,0,,SAINT-QUENTIN-LES-BEAUREPAIRE,,Saint-Quentin-lès-Beaurepaire,,,331,S
6,,,,52,49,316,,,1,49218,0,,SAINT-REMY-EN-MAUGES,,Saint-Rémy-en-Mauges,,,331,S
6,,,,52,49,320,,,1,49069,0,,SAINT-SAUVEUR-DE-LANDEMONT,,Saint-Sauveur-de-Landemont,,,331,S
6,,,,52,49,322,,,1,49029,0,,SAINT-SULPICE,,Saint-Sulpice,,,331,S
1,0,0,,52,49,323,1,06,0,,0,,VERRIERES-EN-ANJOU,,Verrières-en-Anjou,,Angers-6,341,M
1,0,0,,52,49,323,1,06,0,,0,,VERRIERES-EN-ANJOU,,Verrières-en-Anjou,,Angers-6,341,M
1,0,0,,52,49,323,1,06,0,,0,,VERRIERES-EN-ANJOU,,Verrières-en-Anjou,,Angers-6,331,S
6,,,,52,49,324,,,1,49218,3,(LA),SALLE-ET-CHAPELLE-AUBRY,(La),Salle-et-Chapelle-Aubry,,,331,S
6,,,,52,49,325,,,1,49092,3,(LA),SALLE-DE-VIHIERS,(La),Salle-de-Vihiers,,,331,S
6,,,,52,49,325,,,1,49092,3,(LA),SALLE-DE-VIHIERS,(La),Salle-de-Vihiers,,,421,M
6,,,,52,49,342,,,1,49373,0,,TANCOIGNE,,Tancoigné,,,331,S
1,0,0,,52,49,345,1,11,0,,0,,BELLEVIGNE-EN-LAYON,,Bellevigne-en-Layon,,Chemillé-Melay,341,M
1,0,0,,52,49,345,1,11,0,,0,,BELLEVIGNE-EN-LAYON,,Bellevigne-en-Layon,,Chemillé-Melay,341,M
1,0,0,,52,49,345,1,11,0,,0,,BELLEVIGNE-EN-LAYON,,Bellevigne-en-Layon,,Chemillé-Melay,341,M
1,0,0,,52,49,345,1,11,0,,0,,BELLEVIGNE-EN-LAYON,,Bellevigne-en-Layon,,Chemillé-Melay,341,M
1,0,0,,52,49,345,1,11,0,,0,,BELLEVIGNE-EN-LAYON,,Bellevigne-en-Layon,,Chemillé-Melay,341,M
1,0,0,,52,49,345,1,11,0,,0,,BELLEVIGNE-EN-LAYON,,Bellevigne-en-Layon,,Chemillé-Melay,331,S
6,,,,52,49,346,,,1,49149,2,(LE),THOUREIL,(Le),Thoureil,,,331,S
6,,,,52,49,348,,,1,49373,0,,TIGNE,,Tigné,,,331,S
6,,,,52,49,349,,,1,49301,0,,TILLIERES,,Tillières,,,331,S
6,,,,52,49,350,,,1,49301,0,,TORFOU,,Torfou,,,331,S
6,,,,52,49,351,,,1,49092,3,(LA),TOURLANDRY,(La),Tourlandry,,,331,S
6,,,,52,49,356,,,1,49373,0,,TREMONT,,Trémont,,,331,S
3,,,,52,49,357,,,1,49149,0,,TREVES-CUNAULT,,Trèves-Cunault,,,351,M
6,,,,52,49,360,,,1,49069,3,(LA),VARENNE,(La),Varenne,,,331,S
6,,,,44,52,180,,,1,52411,0,,DROYES,,Droyes,,,331,S
1,0,0,,44,52,187,3,12,1,,1,,EPIZON,,Épizon,,Poissons,341,M
1,0,0,,44,52,187,3,12,1,,1,,EPIZON,,Épizon,,Poissons,331,S
1,0,0,,44,52,187,3,12,1,,1,,EPIZON,,Épizon,,Poissons,341,M
1,0,0,,44,52,197,2,03,1,,0,,FAYL-BILLOT,,Fayl-Billot,,Chalindrey,100,M
6,,,,44,52,239,,,1,52529,1,,HEUILLEY-COTTON,,Heuilley-Cotton,,,331,S
3,,,,44,55,337,,,1,55060,0,,MESNIL-SOUS-LES-COTES,,Mesnil-sous-les-Côtes,,,350,M
3,,,,44,55,354,,,1,55060,0,,MONT-VILLERS,,Mont-Villers,,,350,M
1,0,0,,24,45,129,1,04,0,,0,,DOUCHY-MONTCORBON,,Douchy-Montcorbon,,Courtenay,341,M
1,0,0,,24,45,129,1,04,0,,0,,DOUCHY-MONTCORBON,,Douchy-Montcorbon,,Courtenay,341,M
1,0,0,,24,45,129,1,04,0,,0,,DOUCHY-MONTCORBON,,Douchy-Montcorbon,,Courtenay,331,S
1,0,0,,24,45,145,1,04,1,,0,,FERRIERES-EN-GATINAIS,,Ferrières-en-Gâtinais,,Courtenay,100,M
6,,,,24,45,190,,,1,45191,0,,MAINVILLIERS,,Mainvilliers,,,331,S
1,1,0,,24,45,191,3,09,0,,2,(LE),MALESHERBOIS,(Le),Malesherbois,,Malesherbes,341,M
1,1,0,,24,45,191,3,09,0,,2,(LE),MALESHERBOIS,(Le),Malesherbois,,Malesherbes,341,M
1,1,0,,24,45,191,3,09,0,,2,(LE),MALESHERBOIS,(Le),Malesherbois,,Malesherbes,341,M
1,1,0,,24,45,191,3,09,0,,2,(LE),MALESHERBOIS,(Le),Malesherbois,,Malesherbes,341,M
1,1,0,,24,45,191,3,09,0,,2,(LE),MALESHERBOIS,(Le),Malesherbois,,Malesherbes,341,M
1,1,0,,24,45,191,3,09,0,,2,(LE),MALESHERBOIS,(Le),Malesherbois,,Malesherbes,341,M
1,1,0,,24,45,191,3,09,0,,2,(LE),MALESHERBOIS,(Le),Malesherbois,,Malesherbes,341,M
1,1,0,,24,45,191,3,09,0,,2,(LE),MALESHERBOIS,(Le),Malesherbois,,Malesherbes,331,S
6,,,,24,45,192,,,1,45191,0,,MANCHECOURT,,Manchecourt,,,331,S
6,,,,24,45,211,,,1,45129,0,,MONTCORBON,,Montcorbon,,,331,S
6,,,,24,45,221,,,1,45191,0,,NANGEVILLE,,Nangeville,,,331,S
1,0,0,,52,49,367,4,21,0,,1,,ERDRE-EN-ANJOU,,Erdre-en-Anjou,,Tiercé,341,M
1,0,0,,52,49,367,4,21,0,,1,,ERDRE-EN-ANJOU,,Erdre-en-Anjou,,Tiercé,341,M
1,0,0,,52,49,367,4,21,0,,1,,ERDRE-EN-ANJOU,,Erdre-en-Anjou,,Tiercé,341,M
1,0,0,,52,49,367,4,21,0,,1,,ERDRE-EN-ANJOU,,Erdre-en-Anjou,,Tiercé,341,M
1,0,0,,52,49,367,4,21,0,,1,,ERDRE-EN-ANJOU,,Erdre-en-Anjou,,Tiercé,331,S
1,0,0,,52,49,369,3,15,1,,0,,VERNOIL-LE-FOURRIER,,Vernoil-le-Fourrier,,Longué-Jumelles,100,M
6,,,,52,49,372,,,1,49018,2,(LE),VIEIL-BAUGE,(Le),Vieil-Baugé,,,333,S
6,,,,52,49,372,,,1,49018,2,(LE),VIEIL-BAUGE,(Le),Vieil-Baugé,,,331,S
1,0,0,,52,49,373,3,13,1,,0,,LYS-HAUT-LAYON,,Lys-Haut-Layon,,Cholet-2,341,M
1,0,0,,52,49,373,3,13,1,,0,,LYS-HAUT-LAYON,,Lys-Haut-Layon,,Cholet-2,341,M
1,0,0,,44,67,350,8,09,0,,1,,OBERSCHAEFFOLSHEIM,,Oberschaeffolsheim,,Lingolsheim,420,M
1,0,0,,44,67,351,2,23,1,,0,,SEEBACH,,Seebach,,Wissembourg,420,M
1,0,0,,44,67,353,2,13,0,,1,,OBERSTEINBACH,,Obersteinbach,,Reichshoffen,420,M
6,,,,28,61,354,,,1,61339,4,(LES),ROTOURS,(Les),Rotours,,,331,S
6,,,,28,61,355,,,1,61145,0,,ROUELLE,,Rouellé,,,331,S
6,,,,28,61,356,,,1,61484,3,(LA),ROUGE,(La),Rouge,,,331,S
6,,,,28,61,359,,,1,61484,0,,SAINT-AGNAN-SUR-ERRE,,Saint-Agnan-sur-Erre,,,331,S
6,,,,28,61,364,,,1,61339,0,,SAINT-AUBERT-SUR-ORNE,,Saint-Aubert-sur-Orne,,,331,S
6,,,,28,61,368,,,1,61309,0,,SAINT-AUBIN-DES-GROIS,,Saint-Aubin-des-Grois,,,331,S
1,0,0,,28,61,375,2,04,1,,0,,BOISCHAMPRE,,Boischampré,,Argentan-1,341,M
